Suburb,Address,Type,Price,Rooms,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
Burwood,24 Wallace Rd,h,1521000,3,S,Marshall,15/10/2016,11.7,3,2,2,660,,,-37.8474,145.0988
Burwood,38 Gillard St,h,,4,PI,Marshall,16/04/2016,11.7,5,2,1,824,,1950,-37.8535,145.1139
Burwood,4 Ian Gr,h,,7,PI,Ray,16/04/2016,11.7,7,3,1,581,200,1965,-37.8559,145.1208
Burwood,29 Meldan St,h,1350000,2,S,Fletchers,16/04/2016,11.7,2,1,2,593,82,1950,-37.8444,145.1054
Burwood,2/14 Fulton Cr,u,,2,PI,Buxton,16/07/2016,11.7,,,,,,,,
Burwood,11 Alder St,t,,4,S,Noel,17/09/2016,11.7,,,,,,,,
Burwood,1/392 Burwood Hwy,t,752000,3,S,Allens,17/09/2016,11.7,4,2,2,217,,1993,-37.8522,145.1312
Burwood,1/46 Gillard St,h,570000,3,S,Ray,17/09/2016,11.7,3,1,1,384,112,1950,-37.8542,145.1138
Burwood,10 Hastings St,h,1460000,3,S,Marshall,17/09/2016,11.7,3,1,2,742,,,-37.8529,145.0962
Burwood,2/3 Havelock St,t,745000,3,S,Noel,17/09/2016,11.7,3,1,2,228,126,1998,-37.8521,145.1187
Burwood,42a Highbury Rd,h,757000,5,S,Fletchers,17/09/2016,11.7,,,,,,,,
Burwood,29 Iris St,h,,3,S,Marshall,17/09/2016,11.7,3,1,2,465,120,1940,-37.8455,145.0997
Burwood,4 Iris St,h,2150000,5,S,RW,17/09/2016,11.7,5,4,2,643,380,2014,-37.8454,145.0974
Burwood,8/33 McIntyre St,u,746000,3,S,Buxton,17/09/2016,11.7,3,1,2,308,92,1995,-37.8505,145.1065
Burwood,23 Monica St,h,990000,3,VB,Fletchers,17/09/2016,11.7,3,2,2,263,,,,
Burwood,73 Muyan Cct,t,,3,PI,Ray,17/09/2016,11.7,3,2,1,195,152,2012,-37.8488,145.1259
Burwood,19 Puerta St,h,1540000,3,S,Jellis,17/09/2016,11.7,3,2,2,653,120,1950,-37.8445,145.1011
Burwood,1/24 Edwards St,t,1145000,3,S,Jellis,18/03/2017,11.7,3,2,2,329,,,-37.8484,145.1013
Burwood,38 Gillard St,h,1410000,5,PI,Fletchers,18/03/2017,11.7,5,2,1,824,,1950,-37.8535,145.1139
Burwood,23 Iris St,h,,4,S,RT,18/03/2017,11.7,4,3,2,665,,,-37.8454,145.0991
Burwood,3/17 Sunhill Av,t,902000,4,S,Jellis,18/03/2017,11.7,,,,,,,,
Burwood,28 Cypress Av,h,,5,PI,Buxton,18/06/2016,11.7,,,,,,,,
Burwood,4a Gracehill Av,u,600000,2,S,Fletchers,18/06/2016,11.7,,,,,,,,
Burwood,1/11 Greenwood St,t,,4,PI,Ray,18/06/2016,11.7,,,,,,,,
Burwood,16 Inverness Av,h,1020000,3,S,Buxton,18/06/2016,11.7,,,,,,,,
Burwood,2/17 Montpellier Rd,u,640000,3,PI,Noel,18/06/2016,11.7,3,1,1,217,,,-37.8562,145.1075
Burwood,1/16 Morton Rd,t,1000050,4,S,Philip,18/06/2016,11.7,,,,,,,,
Burwood,2/16 Morton Rd,t,1000050,4,S,Philip,18/06/2016,11.7,,,,,,,,
Burwood,18 Murray Dr,h,1800000,4,PI,Jellis,18/06/2016,11.7,4,2,2,1393,,1963,-37.8463,145.102
Burwood,8 Pescott Cl,t,1270000,4,S,Jellis,18/06/2016,11.7,4,2,2,399,212,2005,-37.8597,145.1084
Burwood,16 Webb St,h,,3,S,Jellis,18/06/2016,11.7,3,2,2,313,,2000,-37.8566,145.1075
Burwood,19 Cookson Wy,h,,4,PI,Jellis,19/11/2016,11.7,,,,,,,,
Burwood,23 Cromwell St,h,,3,PI,Ray,19/11/2016,11.7,3,2,1,706,,,-37.853,145.1055
Burwood,363 Burwood Hwy,h,1800000,5,PI,Ray,22/05/2016,11.7,,,,,,,-37.8513,145.1282
Burwood,55 Parer St,t,900000,4,VB,Noel,22/05/2016,11.7,4,3,2,381,176,2013,-37.8459,145.1041
Burwood,2 Farleigh Av,h,1560000,3,S,Jellis,22/08/2016,11.7,,,,,,,,
Burwood,1/35 Haig St,t,1500000,4,VB,Noel,22/08/2016,11.7,,,,,,,,
Burwood,50 Harrison Av,h,1235000,4,S,Buxton,22/08/2016,11.7,,,,,,,,
Burwood,2/383 Warrigal Rd,u,585000,2,S,Marshall,22/08/2016,11.7,,,,,,,,
Burwood,19 Ardenne Cl,h,750000,3,VB,Fletchers,24/09/2016,11.7,,,,,,,,
Burwood,18 Brockhoff Dr,h,1250000,4,SA,Barry,24/09/2016,11.7,4,2,2,499,220,2005,-37.8593,145.1101
Burwood,33 Cookson Wy,t,,3,SN,Biggin,24/09/2016,11.7,,,,,,,,
Burwood,26 Inverness Av,h,1116000,3,S,Buxton,24/09/2016,11.7,,,,,,,,
Burwood,3/37 Sixth Av,u,580000,2,S,Buxton,24/09/2016,11.7,,,,,,,,
Burwood,35 Barnes Av,h,,3,S,Marshall,25/02/2017,11.7,,,,,,,,
Burwood,2/35 Haig St,t,1165000,3,S,Buxton,25/02/2017,11.7,,,,,,,,
Burwood,15 Warren St,h,,3,SP,Marshall,25/02/2017,11.7,3,2,2,406,166,2010,-37.8477,145.1014
Burwood,6 Alimar Ct,h,1410000,4,S,Buxton,27/06/2016,11.7,3,2,3,739,182,1970,-37.8552,145.1292
Burwood,3/14 McCubbin St,t,,3,PI,Fletchers,27/06/2016,11.7,3,2,2,154,,2010,-37.8536,145.13
Burwood,1/26 Peacock St,h,1100000,5,S,Buxton,27/06/2016,11.7,5,2,1,544,,,-37.8525,145.1154
Burwood,1/7 Station St,t,880000,4,S,Ray,27/06/2016,11.7,,,,,,,,
Burwood,1/28 Waratah Av,h,,4,PI,Ray,27/06/2016,11.7,,,,,,,,
Burwood,37 Fulton Cr,h,1495000,3,S,Noel,27/11/2016,11.7,,,,,,,,
Burwood,2 Octavia Ct,h,1485000,4,S,Woodards,27/11/2016,11.7,4,2,2,662,,,-37.8601,145.1007
Burwood,16 Renown St,h,2068000,3,S,Buxton,27/11/2016,11.7,3,1,1,1101,,,-37.8529,145.1222
Burwood,445 Warrigal Rd,h,1960000,10,S,Kay,27/11/2016,11.7,,,,,,,-37.8605,145.094
Burwood,10 Goold St,h,1000000,3,VB,Noel,28/05/2016,11.7,3,1,1,589,,,-37.855,145.118
Burwood,1/54 McIntyre St,u,800000,4,PI,Lindellas,28/05/2016,11.7,4,2,1,0,150,1950,-37.8507,145.109
Burwood,3/124 Highbury Rd,t,702000,3,S,Barry,28/08/2016,11.7,3,2,1,170,106,2001,-37.8554,145.1089
Burwood,26 Waratah Av,h,,2,SN,Buxton,28/08/2016,11.7,,,,,,,,
Camberwell,28 Brinsley Rd,h,2650000,4,S,Jellis,3/09/2016,7.8,4,2,1,652,189,1890,-37.8286,145.0686
Camberwell,2/1 Glen Iris Rd,t,1615000,3,S,Marshall,3/09/2016,7.8,3,1,2,389,,,-37.8435,145.0695
Camberwell,6 Kalang Rd,h,,3,PN,Rayner,3/09/2016,7.8,3,1,1,980,154,1930,-37.8441,145.0775
Camberwell,1288 Toorak Rd,h,3225000,4,SA,RT,3/09/2016,7.8,4,3,2,934,,,-37.8496,145.0869
Camberwell,1/19 Alma Rd,h,,3,S,Marshall,3/12/2016,7.8,3,2,2,332,,1995,-37.8372,145.0585
Camberwell,1/806 Burke Rd,u,1017000,2,S,Jellis,3/12/2016,7.8,2,1,2,0,,1940,-37.8231,145.0585
Camberwell,4/2 Callanish Rd,u,729000,2,S,Noel,3/12/2016,7.8,2,1,1,137,87,1970,-37.8459,145.088
Camberwell,49 Christowel St,h,2600000,5,VB,Marshall,3/12/2016,7.8,5,4,1,708,348,1940,-37.8386,145.067
Camberwell,45 Fairview Av,h,,4,SP,Marshall,3/12/2016,7.8,,,,,,,,
Camberwell,1/21 Glencairn Av,u,,2,S,Jellis,3/12/2016,7.8,,,,,,,,
Camberwell,19 King St,h,,3,SN,RT,3/12/2016,7.8,3,2,2,636,238,2002,-37.8357,145.0644
Camberwell,38 Sunnyside Av,h,,3,SN,RT,3/12/2016,7.8,,,,,,,,
Camberwell,10/1311 Toorak Rd,t,,3,PI,Jellis,3/12/2016,7.8,,,,,,,,
Camberwell,3/107 Wattle Valley Rd,h,1650000,3,S,Marshall,3/12/2016,7.8,3,2,2,305,189,1998,-37.8365,145.0802
Camberwell,3A Braeside Av,h,,3,PI,Fletchers,4/03/2017,7.8,,,,,,,,
Camberwell,15 Butler St,h,,4,S,Jellis,4/03/2017,7.8,4,3,1,481,204,1930,-37.8328,145.0608
Camberwell,3/1 Collings St,h,,3,PN,Woodards,4/03/2017,7.8,,,,,,,,
Camberwell,9 Dominic St,h,,5,S,Marshall,4/03/2017,7.8,5,3,4,795,,1930,-37.8355,145.0836
Camberwell,19 Ellsworth Cr,t,1175000,3,VB,Jellis,4/03/2017,7.8,,,,,,,,
Camberwell,64 Fordham Av,h,2240000,5,S,Jellis,4/03/2017,7.8,,,,,,,,
Camberwell,25 Green St,h,,4,PN,Marshall,4/03/2017,7.8,4,2,2,648,238,1930,-37.8385,145.0958
Camberwell,22 Netherway St,h,2860000,5,PI,Jellis,4/03/2017,7.8,5,3,4,753,,1940,-37.842,145.0888
Camberwell,20 Orrong Cr,h,,3,S,Jellis,4/03/2017,7.8,,,,,,,,
Camberwell,1 Radnor St,h,,4,S,Jellis,4/03/2017,7.8,4,2,2,649,214,1918,-37.8397,145.0622
Camberwell,81 Rowell Av,h,1910000,3,PI,Marshall,4/03/2017,7.8,,,,,,,,
Camberwell,1/569 Camberwell Rd,h,950000,2,SP,Jellis,4/06/2016,7.8,2,1,2,230,,1994,-37.8448,145.0723
Camberwell,5 Gowar Av,h,2285000,4,PI,Jellis,4/06/2016,7.8,,,,,,,,
Camberwell,9/43 Inglesby Rd,u,615000,2,S,Noel,4/06/2016,7.8,2,1,1,1107,68,1960,-37.8347,145.057
Camberwell,1/21 Kalang Rd,t,,3,SN,RT,4/06/2016,7.8,3,2,2,337,133,1976,-37.844,145.0797
Camberwell,19 Lansell Cr,h,1950000,3,S,Marshall,4/06/2016,7.8,,,,,,,,
Camberwell,89 Radnor St,h,1987000,3,S,Jellis,4/06/2016,7.8,3,2,2,706,164,1960,-37.8457,145.0611
Camberwell,3/28 Stodart St,u,683000,2,S,RT,4/06/2016,7.8,2,1,1,146,86,1970,-37.8357,145.0697
Camberwell,2 Thomas St,h,1690000,3,PI,hockingstuart,4/06/2016,7.8,3,2,1,777,154,1950,-37.8431,145.0962
Camberwell,19/1295 Toorak Rd,u,430000,2,VB,Jellis,4/06/2016,7.8,2,1,1,0,56,2011,-37.8493,145.0877
Camberwell,3/926 Toorak Rd,u,717000,2,SP,Noel,4/06/2016,7.8,2,1,1,136,,1960,-37.8469,145.0589
Camberwell,2 Webster St,h,,4,VB,Jellis,4/06/2016,7.8,4,2,2,650,350,2008,-37.8367,145.0939
Camberwell,1/1 Glen Iris Rd,t,1300000,3,S,Fletchers,6/08/2016,7.8,3,2,2,342,,,-37.8433,145.0695
Camberwell,1292 Toorak Rd,h,,6,SP,Jellis,6/08/2016,7.8,6,2,1,914,360,1931,-37.8496,145.0873
Camberwell,4/196 Warrigal Rd,t,,4,S,Thomson,6/08/2016,7.8,,,,,,,,
Camberwell,4 Braeside Av,h,,4,S,Marshall,7/05/2016,7.8,,,,,,,,
Camberwell,68 Hunter Rd,h,2950000,4,VB,Fletchers,7/05/2016,7.8,4,2,4,661,,,-37.8382,145.0904
Camberwell,18 Russell St,h,2600000,4,VB,Jellis,7/05/2016,7.8,3,2,2,600,232,1897,-37.8237,145.0638
Camberwell,19 Thomas St,h,2325000,3,PI,Marshall,7/05/2016,7.8,3,2,2,1133,131,1930,-37.8426,145.0943
Camberwell,551 Camberwell Rd,h,,5,S,Jellis,7/11/2016,7.8,5,3,4,832,410,1950,-37.8434,145.0707
Camberwell,2/4 Seville St,u,,2,S,Jellis,7/11/2016,7.8,2,1,1,156,,,-37.8421,145.068
Camberwell,3/220 Warrigal Rd,u,435000,2,SP,LITTLE,7/11/2016,7.8,2,1,1,896,77,1960,-37.8479,145.0958
Camberwell,17 Granville St,h,,5,PN,RT,8/10/2016,7.8,4,3,3,660,467,2015,-37.8393,145.0949
Camberwell,2 Oxford St,h,892000,2,S,hockingstuart,8/10/2016,7.8,2,1,1,335,,,-37.8452,145.0959
Camberwell,8 Stanhope Gr,h,,5,S,Jellis,8/10/2016,7.8,5,2,3,1040,,1910,-37.8234,145.0653
Camberwell,14 Callanish Rd,h,,4,SN,Garvey,10/09/2016,7.8,3,3,2,425,334,1940,-37.8457,145.0867
Camberwell,29 Fairfield Av,h,3165000,4,S,Marshall,10/09/2016,7.8,,,,,,,,
Camberwell,3/40 Glen Iris Rd,h,1550000,4,PI,Marshall,10/09/2016,7.8,,,,,,,,
Camberwell,1/688 Inkerman Rd,u,522000,2,S,Jellis,10/09/2016,7.8,,,,,,,,
Camberwell,14 Marlborough Av,h,3360000,5,S,Marshall,10/09/2016,7.8,,,,,,,,
Camberwell,3/573 Riversdale Rd,t,900400,2,S,Noel,10/09/2016,7.8,2,1,1,93,111,,-37.8314,145.0611
Camberwell,84 Bowen St,h,,4,SN,Kay,10/12/2016,7.8,4,2,2,730,244,1890,-37.8449,145.0621
Camberwell,12 Brinsley Rd,h,2090000,4,S,Noel,10/12/2016,7.8,4,2,2,650,,,-37.8274,145.0688
Camberwell,3/575 Burke Rd,t,1250000,3,VB,Fletchers,10/12/2016,7.8,3,2,2,232,,,-37.842,145.0542
Camberwell,4/445 Camberwell Rd,t,,4,SA,RT,10/12/2016,7.8,4,2,2,221,146,1997,-37.838,145.0651
Camberwell,34 Seymour Gr,h,,5,PI,RT,10/12/2016,7.8,5,2,2,814,278,1900,-37.8356,145.0582
Camberwell,11 Sunnyside Av,h,3775000,3,S,Jellis,10/12/2016,7.8,,,,,,,,
Camberwell,3/22 Allambee Av,u,752000,2,S,hockingstuart,11/02/2017,7.8,,,,,,,,
Camberwell,34 Fairmont Av,h,,4,S,Marshall,11/03/2017,7.8,,,,,,,,
Camberwell,4 Range St,h,2000000,3,S,Jellis,12/06/2016,7.8,3,1,2,821,105,1925,-37.8459,145.0644
Camberwell,163 Through Rd,h,1302000,3,S,Fletchers,12/06/2016,7.8,2,1,1,427,115,1938,-37.8367,145.0934
Camberwell,1/32 Allambee Av,u,753000,2,S,Garvey,12/11/2016,7.8,,,,,,,,
Camberwell,2/37 Donna Buang St,h,1430000,3,S,J,12/11/2016,7.8,3,2,2,244,,,-37.8446,145.068
Camberwell,2/1 Gavan St,t,,2,S,Jellis,12/11/2016,7.8,2,3,1,143,100,2014,-37.8478,145.0953
Camberwell,13 Grace St,h,1622000,3,SP,Noel,12/11/2016,7.8,3,1,1,544,160,1930,-37.8436,145.0581
Camberwell,7/5 Holly St,u,502000,2,PI,O'Donoghues,12/11/2016,7.8,2,1,1,0,77,1965,-37.8255,145.0592
Camberwell,7 Love St,h,,3,S,Fletchers,12/11/2016,7.8,3,2,0,648,,,-37.8453,145.0745
Camberwell,13 Tyrone St,h,,5,S,Jellis,12/11/2016,7.8,5,2,3,676,288,1930,-37.8442,145.0729
Camberwell,3/220 Warrigal Rd,u,435000,2,SP,LITTLE,12/11/2016,7.8,2,1,1,896,77,1960,-37.8479,145.0958
Camberwell,12a Aisbett Av,t,1500000,3,S,Marshall,13/08/2016,7.8,,,,,,,,
Camberwell,19 Currajong Av,h,4440000,5,S,Noel,13/08/2016,7.8,,,,,,,,
Camberwell,66 Fordham Av,h,,3,S,Jellis,13/08/2016,7.8,,,,,,,,
Camberwell,21 Jervis St,h,,3,SP,Jellis,13/08/2016,7.8,3,1,2,761,151,1940,-37.846,145.0916
Camberwell,7 Morey St,h,,5,S,Marshall,13/08/2016,7.8,5,3,2,578,286,1930,-37.841,145.0936
Camberwell,2/3 Tyrone St,h,620000,2,VB,Jellis,13/08/2016,7.8,2,1,1,122,,1960,-37.8439,145.0718
Camberwell,603 Burke Rd,h,2000000,5,VB,Marshall,14/05/2016,7.8,5,3,2,801,,1920,-37.84,145.0548
Camberwell,117 Highfield Rd,h,,4,S,Marshall,14/05/2016,7.8,4,2,2,870,,,-37.8362,145.0844
Camberwell,3/5 Holly St,u,591000,3,PI,Jellis,14/05/2016,7.8,3,1,1,0,89,1960,-37.8255,145.0592
Camberwell,27 Lansell Cr,h,1800000,5,VB,Fletchers,14/05/2016,7.8,,,,,,,,
Camberwell,16 Murdoch St,h,,4,S,Fletchers,14/05/2016,7.8,4,2,2,684,186,1930,-37.8413,145.0722
Camberwell,10 Acacia St,h,,4,S,Marshall,15/10/2016,7.8,4,3,3,700,307,1930,-37.8424,145.0848
Camberwell,3/5 Acheron Av,u,550000,2,S,Noel,15/10/2016,7.8,,,,,,,,
Camberwell,46 Athelstan Rd,h,2608000,5,S,Marshall,15/10/2016,7.8,5,2,4,730,3112,1920,-37.8424,145.0639
Camberwell,5/828 Burke Rd,u,,1,S,Marshall,15/10/2016,7.8,,,,,,,,
Camberwell,19 Callanish Rd,h,,3,S,RT,15/10/2016,7.8,3,2,2,531,,,-37.8453,145.0861
Camberwell,45 Doonkuna Av,h,1410000,3,S,Hamilton,15/10/2016,7.8,,,,,,,,
Camberwell,6 Gavan St,h,1780000,3,S,Fletchers,15/10/2016,7.8,3,1,1,769,133,1930,-37.8482,145.0949
Camberwell,4 Oxford St,h,,5,SP,RW,15/10/2016,7.8,4,3,4,943,395,2008,-37.8452,145.0957
Camberwell,30 Seymour Gr,h,,3,PI,Ray,15/10/2016,7.8,3,2,2,921,157,1948,-37.8356,145.0589
Camberwell,4 Ada St,h,2250000,3,S,O'Donoghues,16/04/2016,7.8,3,2,2,656,225,2009,-37.841,145.0824
Camberwell,3a Braeside Av,h,,3,S,Marshall,16/04/2016,7.8,,,,,,,,
Camberwell,591 Camberwell Rd,h,895000,2,PI,O'Donoghues,16/04/2016,7.8,2,1,1,424,95,1930,-37.8465,145.0743
Camberwell,5 Cooloongatta Rd,h,1800000,3,SP,Marshall,16/04/2016,7.8,3,2,0,584,213,1920,-37.8349,145.0758
Camberwell,10 Lofty Av,h,,4,S,Marshall,16/04/2016,7.8,,,,,,,,
Camberwell,5 Nicholsdale Rd,h,1400000,4,PI,Jellis,16/04/2016,7.8,3,0,0,693,,1935,-37.836,145.0914
Camberwell,110 Rowell Av,h,2200000,3,PI,Noel,16/04/2016,7.8,,,,,,,,
Camberwell,2/564 Riversdale Rd,u,693000,2,S,Bekdon,16/07/2016,7.8,2,1,1,84,,,-37.832,145.0599
Camberwell,2/25 Hazel St,u,900000,2,S,Jellis,17/09/2016,7.8,2,1,1,150,88,1970,-37.8438,145.066
Camberwell,18 Middle Rd,h,2700000,5,VB,Jellis,17/09/2016,7.8,5,3,2,802,317,1994,-37.8442,145.0578
Camberwell,32 Milverton St,h,,4,SP,Marshall,17/09/2016,7.8,4,2,2,705,174,1930,-37.8485,145.0862
Camberwell,19 Stanhope Gr,h,,4,S,Jellis,17/09/2016,7.8,4,2,2,1003,252,1906,-37.8243,145.0655
Camberwell,8/1277 Toorak Rd,u,530000,2,PI,Ross,17/09/2016,7.8,2,1,1,0,76,1960,-37.8491,145.086
Camberwell,16 Arlington St,h,1946000,4,S,RT,18/03/2017,7.8,,,,,,,,
Camberwell,3/9 Eddy St,u,,2,PI,Fletchers,18/03/2017,7.8,2,1,1,1446,72,1970,-37.8471,145.0732
Camberwell,4/17 Hazel St,u,805000,2,PI,Noel,18/03/2017,7.8,2,2,2,188,,,-37.8442,145.0668
Camberwell,15 Hollsmoor Rd,h,2228000,4,S,Jellis,18/03/2017,7.8,4,2,2,813,163,1960,-37.8405,145.0903
Camberwell,12 Maple Cr,h,,3,S,Jellis,18/03/2017,7.8,,,,,,,,
Camberwell,4/1 Through Rd,t,930000,3,S,Ray,18/03/2017,7.8,3,2,2,132,,1970,-37.8489,145.088
Camberwell,2/1021 Toorak Rd,u,590000,2,S,Jellis,18/03/2017,7.8,2,1,1,0,,,-37.847,145.0672
Camberwell,37 Victoria Rd,h,4760000,4,S,Jellis,18/03/2017,7.8,4,2,2,903,,,-37.8238,145.0624
Camberwell,6 Wilson Gr,h,1602500,3,S,Lindellas,18/03/2017,7.8,3,1,1,405,102,1930,-37.8448,145.071
Camberwell,110/347 Camberwell Rd,u,,2,S,hockingstuart,18/06/2016,7.8,2,2,1,0,66,2014,-37.8341,145.0602
Camberwell,31 Halley Av,h,1650000,4,PI,Jellis,18/06/2016,7.8,,,,,,,,
Camberwell,16 Joffre St,t,1515000,3,SP,hockingstuart,18/06/2016,7.8,3,2,2,318,,,-37.8447,145.0916
Camberwell,1/1 Royal Cr,h,2132500,3,S,Marshall,18/06/2016,7.8,,,,,,,,
Camberwell,9a Russell St,h,1800000,2,PI,Marshall,18/06/2016,7.8,2,1,4,368,,,-37.8233,145.0644
Camberwell,1 Doonkuna Av,h,,4,S,Jellis,19/11/2016,7.8,,,,,,,,
Camberwell,37 Doonkuna Av,h,2625000,4,SP,Marshall,19/11/2016,7.8,,,,,,,,
Camberwell,30 Fairview Av,h,,2,SN,J,19/11/2016,7.8,,,,,,,,
Camberwell,56 Fairview Av,h,,3,SP,Marshall,19/11/2016,7.8,,,,,,,,
Camberwell,7 Allambee Av,h,2580000,3,S,Marshall,22/05/2016,7.8,,,,,,,,
Camberwell,3 Davis Av,h,,4,S,Marshall,22/05/2016,7.8,,,,,,,,
Camberwell,12 Finsbury Wy,h,,4,S,Marshall,22/05/2016,7.8,,,,,,,,
Camberwell,60 Fordham Av,h,,4,S,Marshall,22/05/2016,7.8,,,,,,,,
Camberwell,12 Grace St,h,,3,S,Fletchers,22/05/2016,7.8,3,2,1,1131,,,-37.8433,145.0583
Camberwell,6/11 Seymour Gr,u,530000,2,PI,Fletchers,22/05/2016,7.8,2,1,1,0,,,-37.8361,145.0599
Camberwell,26 Sunnyside Av,h,3150000,4,S,Marshall,22/05/2016,7.8,,,,,,,,
Camberwell,2a Thomas St,h,1100000,4,VB,HAR,22/05/2016,7.8,,,,,,,,
Camberwell,1/208 Wattle Valley Rd,u,1333000,3,S,Jellis,22/05/2016,7.8,,,,,,,,
Camberwell,35 Allambee Av,h,3000000,3,S,Kay,22/08/2016,7.8,,,,,,,,
Camberwell,6/68 Brinsley Rd,u,558000,2,S,Buxton,22/08/2016,7.8,3,1,1,0,,,-37.8316,145.068
Camberwell,64 Cooloongatta Rd,h,,4,S,Noel,22/08/2016,7.8,4,2,2,696,209,1920,-37.8396,145.0753
Camberwell,17 Fairfield Av,h,2800000,6,PI,RT,22/08/2016,7.8,,,,,,,,
Camberwell,2/13 Glyndon Rd,h,1185000,2,S,Kay,22/08/2016,7.8,3,2,2,259,,,-37.8357,145.0786
Camberwell,1/39 Oxford St,h,,3,S,Jellis,22/08/2016,7.8,3,2,2,325,,,-37.8444,145.0922
Camberwell,13 Smith Rd,h,2177000,3,S,Kay,22/08/2016,7.8,3,1,2,635,130,1920,-37.8454,145.0707
Camberwell,2/32 Bringa Av,h,840000,2,S,Jellis,23/04/2016,7.8,,,,,,,,
Camberwell,8/995 Burke Rd,u,,2,S,Jellis,23/04/2016,7.8,2,1,1,0,,,-37.8228,145.0581
Camberwell,3 Beech St,h,,3,S,Jellis,24/09/2016,7.8,3,1,2,698,,,-37.8414,145.0845
Camberwell,14 Hollsmoor Rd,h,2155000,3,S,Noel,24/09/2016,7.8,3,1,1,891,,,-37.8408,145.0905
Camberwell,30a Allambee Av,h,1865000,3,S,Jellis,25/02/2017,7.8,,,,,,,,
Camberwell,68 Bowen St,h,3400000,3,S,Jellis,25/02/2017,7.8,3,2,4,877,146,1960,-37.8437,145.0623
Camberwell,64A Christowel St,h,1470000,2,S,Noel,25/02/2017,7.8,2,1,2,400,,,-37.8393,145.0662
Camberwell,44 Currajong Av,h,2800000,4,VB,Marshall,25/02/2017,7.8,,,,,,,,
Camberwell,24 Glencairn Av,h,2300000,5,S,Jellis,25/02/2017,7.8,,,,,,,,
Camberwell,18 Halley Av,h,2010000,5,S,Marshall,25/02/2017,7.8,,,,,,,,
Camberwell,2/23 Hazel St,u,820000,2,S,Jellis,25/02/2017,7.8,2,1,1,166,,1969,-37.8439,145.0662
Camberwell,26 Hunter Rd,h,2105000,3,S,Fletchers,25/02/2017,7.8,3,1,2,692,164,1940,-37.8379,145.0849
Camberwell,68 Hunter Rd,h,,4,SP,Bekdon,25/02/2017,7.8,4,2,4,661,,,-37.8382,145.0904
Camberwell,6 Judd St,t,1625000,3,S,Jellis,25/02/2017,7.8,3,2,2,283,160,1990,-37.8362,145.064
Camberwell,638 Riversdale Rd,h,1750000,3,VB,Jellis,25/02/2017,7.8,3,2,3,780,,,-37.8328,145.0679
Camberwell,55 Rowell Av,h,2725000,5,S,Marshall,25/02/2017,7.8,,,,,,,,
Camberwell,14 Waterloo St,h,,4,VB,Marshall,25/02/2017,7.8,4,2,2,1350,336,1950,-37.8306,145.0621
Camberwell,16A Waterloo St,h,3300000,3,S,Kay,25/02/2017,7.8,3,3,2,417,220,2016,-37.831,145.0621
Camberwell,2/47 Cornell St,t,,2,S,Jellis,26/07/2016,7.8,2,2,2,239,,,-37.8392,145.092
Camberwell,3 West Ct,h,,3,S,Marshall,26/07/2016,7.8,3,2,2,694,154,1950,-37.8402,145.0935
Camberwell,1/3 Crescent Rd,u,667000,2,S,Woodards,27/06/2016,7.8,2,1,1,83,81,1960,-37.8355,145.0633
Camberwell,30 Smith Rd,h,2800000,5,SP,Marshall,27/06/2016,7.8,5,3,2,805,,,-37.8459,145.0721
Camberwell,1088 Toorak Rd,h,,3,SP,Woodards,27/06/2016,7.8,3,1,3,647,,,-37.8481,145.0741
Camberwell,22 Avenue Rd,h,1175000,2,PI,Jellis,27/11/2016,7.8,2,1,1,246,,,-37.8336,145.0612
Camberwell,3/595 Burke Rd,t,775000,2,S,hockingstuart,27/11/2016,7.8,2,2,1,103,,,-37.8406,145.0545
Camberwell,16 Callanish Rd,h,2220000,3,S,Marshall,27/11/2016,7.8,3,2,2,850,,,-37.8456,145.0865
Camberwell,17 Davis Av,h,,2,S,Marshall,27/11/2016,7.8,,,,,,,,
Camberwell,68 Glyndon Rd,h,,4,SP,Marshall,27/11/2016,7.8,4,4,2,390,266,1925,-37.8404,145.0785
Camberwell,29 Kalang Rd,h,2015000,4,S,Jellis,27/11/2016,7.8,4,1,4,772,145,1920,-37.8441,145.0806
Camberwell,1/28 Nevis St,u,700000,2,S,Marshall,27/11/2016,7.8,2,1,1,631,75,1970,-37.8434,145.081
Camberwell,808 Riversdale Rd,h,1700000,3,S,Garvey,27/11/2016,7.8,3,1,1,970,,,-37.8344,145.0818
Camberwell,25 Russell St,h,3225000,4,S,Marshall,27/11/2016,7.8,4,3,1,632,270,1890,-37.8244,145.064
Camberwell,2/22 Seymour Gr,u,810000,2,S,Garvey,27/11/2016,7.8,2,1,1,0,,,-37.8357,145.0595
Camberwell,44 Athelstan Rd,h,3320000,5,SP,Weast,28/05/2016,7.8,5,4,2,741,407,2009,-37.8422,145.064
Camberwell,17 Bringa Av,h,3710000,4,S,Jellis,28/05/2016,7.8,,,,,,,,
Camberwell,32 Brinsley Rd,h,,3,S,Jellis,28/05/2016,7.8,3,2,2,643,,,-37.8289,145.0685
Camberwell,2 Hazel St,h,2125000,5,PI,Marshall,28/05/2016,7.8,4,3,2,603,282,1980,-37.8437,145.069
Camberwell,22 Kintore St,h,,4,SP,Jellis,28/05/2016,7.8,4,2,2,793,265,1900,-37.823,145.0615
Camberwell,36 Pine Av,h,3250000,4,PI,Marshall,28/05/2016,7.8,,,,,,,,
